t,R,I,p,V,Parameters,goal,safe,unsafe,measurement,value
0.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.0004232147184666246
0.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,-0.0014290745602920651
0.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.479412695625797e-05
0.30000000000000004,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.0016560951480641961
0.30000000000000004,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00014615936379414052
0.30000000000000004,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0007205173606052995
0.30000000000000004,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00040167832048609853
0.30000000000000004,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,-0.0010825239587575197
0.30000000000000004,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.461113662226126e-05
0.35000000000000003,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.0019319939892739058
0.35000000000000003,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0001662432769080624
0.35000000000000003,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0007746435585431755
0.35000000000000003,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00038122085970826447
0.35000000000000003,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,-0.0007530989241786301
0.35000000000000003,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.443462916649878e-05
0.4,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.002207900397479534
0.4,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00018530432134866714
0.4,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0008122985018417239
0.4,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.000361784768756479
0.4,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,-0.00043995713349431753
0.4,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.426354229915887e-05
0.45,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.002483811927959323
0.45,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0002033935597864911
0.45,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0008342963410541415
0.45,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00034326958120800555
0.45,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,-0.0001419317559339106
0.45,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.408868648577482e-05
0.5,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.002759726485237479
0.5,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0002205570344813168
0.5,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0008413929026573896
0.5,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00032572014606557786
0.5,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0001410711120115593
0.5,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.392507930286229e-05
0.55,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.00303564197383821
0.55,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00023684304323978722
0.55,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0008343393565155566
0.55,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.0003090149548370391
0.55,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.00041029922431334853
0.55,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.37596967862919e-05
0.6000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.0033115565311163664
0.6000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00025229380116797984
0.6000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0008138244156725705
0.6000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.0002931257477030158
0.6000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0006663595559075475
0.6000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.359622057061642e-05
0.65,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.003587468294426799
0.65,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00026695008273236454
0.65,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0007805064087733626
0.65,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.0002780423383228481
0.65,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.000909666414372623
0.65,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.343903805827722e-05
0.7000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.003863375401124358
0.7000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0002808521967381239
0.7000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.000735023058950901
0.7000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.000263670866843313
0.7000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0011412384919822216
0.7000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.327773735392839e-05
0.75,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.004139276221394539
0.75,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0002940357371699065
0.75,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0006779611576348543
0.75,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00025005656061694026
0.75,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0013610745081678033
0.75,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.312716868706048e-05
0.8,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.004415169358253479
0.8,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00030653856811113656
0.8,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0006099074380472302
0.8,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00023709068773314357
0.8,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0015702411765232682
0.8,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.297521758824587e-05
0.8500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.004691053181886673
0.8500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00031839311122894287
0.8500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0005313953734003007
0.8500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00022474316938314587
0.8500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0017693020636215806
0.8500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.28210254944861e-05
0.9,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.004966926295310259
0.9,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0003296302747912705
0.9,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.0004429302643984556
0.9,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.0002130368520738557
0.9,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0019583022221922874
0.9,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.267445132834837e-05
0.9500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.005242787301540375
0.9500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00034028213121928275
0.9500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.00034501514164730906
0.9500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00020189830684103072
0.9500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0021380591206252575
0.9500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.252822640817612e-05
1.0,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.005518634803593159
1.0,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00035037705674767494
1.0,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.000238112173974514
1.0,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00019130090367980301
1.0,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.002309071132913232
1.0,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.23815503786318e-05
1.05,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.005794467404484749
1.05,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0003599420888349414
1.05,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,-0.00012265861732885242
1.05,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00018125370843335986
1.05,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.002471428830176592
1.05,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.224208482308313e-05
1.1,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.0060702841728925705
1.1,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0003690047888085246
1.1,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,9.128270903602242e-07
1.1,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.0001716699916869402
1.1,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0026260276790708303
1.1,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.209842103999108e-05
1.1500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.006346084177494049
1.1500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0003775882942136377
1.1500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,0.00013221421977505088
1.1500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00016257211973425
1.1500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.002772923791781068
1.1500000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.19574639131315e-05
1.2000000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.006621866021305323
1.2000000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00038571690674871206
1.2000000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,0.00027086041518487036
1.2000000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00015391250781249255
1.2000000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0029126303270459175
1.2000000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.181691423989832e-05
1.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.006897628773003817
1.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0003934125415980816
1.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,0.00041649193735793233
1.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00014570033818017691
1.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.003045341232791543
1.25,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.168202526168898e-05
1.3,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.007173371501266956
1.3,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00040069755050353706
1.3,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,0.0005687589873559773
1.3,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.0001378918968839571
1.3,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0031714821234345436
1.3,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.154856964712963e-05
1.35,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.007449093274772167
1.35,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00040759213152341545
1.35,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,0.000727333128452301
1.35,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00013045499508734792
1.35,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.003291503293439746
1.35,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.141206540632993e-05
1.4000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.007724793162196875
1.4000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.0004141148820053786
1.4000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,0.0008919083047658205
1.4000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00012341250840108842
1.4000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.0034054038114845753
1.4000000000000001,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,V,6.12826261203736e-05
1.4500000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\Omega$,0.008000470697879791
1.4500000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\theta$,0.00042028550524264574
1.4500000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$Q_g$,0.0010621785186231136
1.4500000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{\theta}$,0.00011668798106256872
1.4500000000000002,61.5,35328141.0,1.225,8.0,"R = 61.5, I = 3.53e+07, p = 1.23, V = 8",False,True,False,$\dot{Q}_g$,0.003513921517878771
