t,R,I,p,V,Parameters,goal,safe,unsafe,measurement,value
0.65,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,-0.0005136607796885073
0.65,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.45117906969972e-05
0.7000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.001827514497563243
0.7000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.0002824222028721124
0.7000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0012831256026402116
0.7000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00026785500813275576
0.7000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,-0.0003576994640752673
0.7000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.442757876357064e-05
0.75,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0019580491352826357
0.75,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.000295814941637218
0.75,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0013010106049478054
0.75,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.0002543765294831246
0.75,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,-0.0002093614311888814
0.75,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.434422539314255e-05
0.8,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0020885863341391087
0.8,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.00030853378120809793
0.8,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0013114786706864834
0.8,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.0002415817725704983
0.8,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,-6.846487667644396e-05
0.8,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.426504842238501e-05
0.8500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0022191249299794436
0.8500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.00032061286037787795
0.8500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0013149018632248044
0.8500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00022942127543501556
0.8500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,6.545470387209207e-05
0.8500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.418755947379395e-05
0.9,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0023496639914810658
0.9,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.00033208393142558634
0.9,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0013116290792822838
0.9,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.0002178144350182265
0.9,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0001931114384206012
0.9,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.410336209228262e-05
0.9500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0024802025873214006
0.9500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.000342974642990157
0.9500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.001301973476074636
0.9500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00020682046306319535
0.9500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.000314211385557428
0.9500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.402796134352684e-05
1.0,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0026107397861778736
1.0,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.00035331567050889134
1.0,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0012862628791481256
1.0,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00019634806085377932
1.0,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0004294593818485737
1.0,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.394977390300483e-05
1.05,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0027412748895585537
1.05,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.00036313306191004813
1.05,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0012647899566218257
1.05,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00018640315101947635
1.05,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0005389758734963834
1.05,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.387571193045005e-05
1.1,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.00287180719897151
1.1,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.0003724532143678516
1.1,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0012378412066027522
1.1,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00017693397239781916
1.1,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0006431770161725581
1.1,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.37994526186958e-05
1.1500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0030023357830941677
1.1500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.00038129990571178496
1.1500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.001205682405270636
1.1500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00016792878159321845
1.1500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0007422829512506723
1.1500000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.372391362674534e-05
1.2000000000000002,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.003132859943434596
1.2000000000000002,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.0003896963316947222
1.2000000000000002,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0011685682693496346
1.2000000000000002,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00015939524746499956
1.2000000000000002,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0008362910593859851
1.2000000000000002,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.365476292558014e-05
1.25,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.003263378981500864
1.25,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.0003976660955231637
1.25,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.001126753748394549
1.25,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.0001512442104285583
1.25,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0009259428479708731
1.25,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.357912934618071e-05
1.3,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0033938921988010406
1.3,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.00040522831841371953
1.3,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.001080456655472517
1.3,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00014351951540447772
1.3,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0010109883733093739
1.3,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.35091564618051e-05
1.35,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0035243991296738386
1.35,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.0004124043043702841
1.35,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0010299072600901127
1.35,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00013616062642540783
1.35,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0010919558117166162
1.35,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.343662971630692e-05
1.4000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.003654899075627327
1.4000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\theta$,0.00041921233059838414
1.4000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$Q_g$,-0.0009753094636835158
1.4000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{\theta}$,0.00012916613195557147
1.4000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\dot{Q}_g$,0.0011688919039443135
1.4000000000000001,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,V,6.336662045214325e-05
1.4500000000000002,61.5,35328141.0,1.225,5.5,"R = 61.5, I = 3.53e+07, p = 1.23, V = 5.5",False,True,False,$\Omega$,0.0037853915710002184
